id,sumber,kelompok,nama_kelompok,kategori,sepakat_3_algoritma,jarak_ke_pusat
523,latih,14,Ponsel,ti,1,0.4108
524,latih,9,Laptop,layar,1,0.7097
525,latih,14,Ponsel,ti,1,0.7484
526,latih,14,Ponsel,ti,1,0.784
527,latih,14,Ponsel,ti,1,0.3855
528,latih,14,Ponsel,ti,1,0.416
529,latih,14,Ponsel,ti,1,0.4307
530,latih,14,Ponsel,ti,1,0.8565
531,latih,14,Ponsel,ti,1,0.2888
532,latih,14,Ponsel,ti,1,0.6479
533,latih,14,Ponsel,ti,1,0.3369
534,latih,14,Ponsel,ti,1,0.7122
535,latih,14,Ponsel,ti,1,0.4941
536,latih,14,Ponsel,ti,1,0.4072
537,latih,14,Ponsel,ti,1,0.543
538,latih,14,Ponsel,ti,1,0.8857
539,latih,14,Ponsel,ti,1,1.0006
540,latih,14,Ponsel,ti,1,0.3748
541,latih,14,Ponsel,ti,1,0.4034
542,latih,14,Ponsel,ti,1,0.4748
543,latih,14,Ponsel,ti,1,0.7299
544,latih,14,Ponsel,ti,1,0.6861
545,latih,15,PCB dan tumpukan campuran,komponen,0,1.0384
546,latih,3,TV/monitor CRT,layar,0,0.883
547,latih,7,TV/monitor layar datar,layar,0,0.7913
548,latih,15,PCB dan tumpukan campuran,komponen,1,0.7538
549,latih,15,PCB dan tumpukan campuran,komponen,0,0.871
550,latih,15,PCB dan tumpukan campuran,komponen,1,0.7932
551,latih,9,Laptop,layar,1,0.8467
552,latih,15,PCB dan tumpukan campuran,komponen,0,0.9975
553,latih,15,PCB dan tumpukan campuran,komponen,1,0.592
554,latih,9,Laptop,layar,1,0.8006
555,latih,15,PCB dan tumpukan campuran,komponen,0,0.9109
556,latih,15,PCB dan tumpukan campuran,komponen,0,0.8281
557,latih,10,Keyboard,ti,1,0.4164
558,latih,15,PCB dan tumpukan campuran,komponen,1,0.5737
559,latih,15,PCB dan tumpukan campuran,komponen,1,0.7701
560,latih,7,TV/monitor layar datar,layar,0,0.6801
561,latih,15,PCB dan tumpukan campuran,komponen,1,0.7554
562,latih,3,TV/monitor CRT,layar,0,0.7545
563,latih,7,TV/monitor layar datar,layar,1,0.6686
564,latih,14,Ponsel,ti,1,0.507
565,latih,9,Laptop,layar,1,0.7885
566,latih,14,Ponsel,ti,1,0.7675
567,latih,14,Ponsel,ti,1,0.4496
568,latih,14,Ponsel,ti,1,0.3845
569,latih,14,Ponsel,ti,1,0.3074
570,latih,14,Ponsel,ti,1,0.2537
571,latih,14,Ponsel,ti,1,0.3177
572,latih,14,Ponsel,ti,1,0.4267
573,latih,14,Ponsel,ti,1,0.4934
574,latih,14,Ponsel,ti,1,0.2743
575,latih,15,PCB dan tumpukan campuran,komponen,0,0.9176
576,latih,14,Ponsel,ti,1,0.3477
577,latih,14,Ponsel,ti,1,0.3586
578,latih,14,Ponsel,ti,1,0.6858
579,latih,14,Ponsel,ti,1,0.4532
580,latih,14,Ponsel,ti,1,0.7658
581,latih,14,Ponsel,ti,1,0.4041
582,latih,14,Ponsel,ti,1,0.3339
583,latih,14,Ponsel,ti,1,0.4469
584,latih,14,Ponsel,ti,1,0.3348
585,latih,14,Ponsel,ti,1,0.29
586,latih,7,TV/monitor layar datar,layar,0,0.7722
587,latih,14,Ponsel,ti,1,0.4158
588,latih,15,PCB dan tumpukan campuran,komponen,0,0.8812
589,latih,14,Ponsel,ti,1,0.327
590,latih,14,Ponsel,ti,1,0.7237
591,latih,14,Ponsel,ti,1,0.2962
592,latih,14,Ponsel,ti,1,0.3334
593,latih,14,Ponsel,ti,1,0.316
594,latih,14,Ponsel,ti,1,0.2794
595,latih,14,Ponsel,ti,1,0.8183
596,latih,14,Ponsel,ti,1,0.3502
597,latih,14,Ponsel,ti,1,0.7567
598,latih,14,Ponsel,ti,1,0.2794
599,latih,14,Ponsel,ti,1,0.3535
600,latih,14,Ponsel,ti,1,0.2659
601,latih,14,Ponsel,ti,1,0.31
602,latih,14,Ponsel,ti,1,0.2849
603,latih,14,Ponsel,ti,1,0.4142
604,latih,14,Ponsel,ti,1,0.7603
605,latih,14,Ponsel,ti,1,0.4296
606,latih,14,Ponsel,ti,1,0.3019
607,latih,14,Ponsel,ti,1,0.953
608,latih,14,Ponsel,ti,1,0.2788
609,latih,14,Ponsel,ti,1,0.2794
610,latih,14,Ponsel,ti,1,0.2377
611,latih,14,Ponsel,ti,1,0.2721
612,latih,14,Ponsel,ti,1,0.3379
613,latih,14,Ponsel,ti,1,0.341
614,latih,14,Ponsel,ti,1,0.419
615,latih,14,Ponsel,ti,1,0.4467
616,latih,14,Ponsel,ti,1,0.7192
617,latih,14,Ponsel,ti,1,0.794
618,latih,14,Ponsel,ti,1,0.76
619,latih,14,Ponsel,ti,1,0.7252
620,latih,14,Ponsel,ti,1,0.4883
621,latih,14,Ponsel,ti,1,0.3862
622,latih,14,Ponsel,ti,1,0.4455
623,latih,14,Ponsel,ti,1,0.44
624,latih,14,Ponsel,ti,1,0.782
625,latih,14,Ponsel,ti,1,0.8552
626,latih,14,Ponsel,ti,1,0.8192
627,latih,14,Ponsel,ti,1,0.8126
628,latih,14,Ponsel,ti,1,0.4432
629,latih,14,Ponsel,ti,1,0.4091
630,latih,14,Ponsel,ti,1,0.3908
631,latih,14,Ponsel,ti,1,0.3485
632,latih,14,Ponsel,ti,1,0.7781
633,latih,14,Ponsel,ti,1,0.6233
634,latih,14,Ponsel,ti,1,0.5438
635,latih,14,Ponsel,ti,1,0.6136
636,latih,14,Ponsel,ti,1,0.4126
637,latih,14,Ponsel,ti,1,0.5331
638,latih,14,Ponsel,ti,1,0.3197
639,latih,14,Ponsel,ti,1,0.2955
640,latih,9,Laptop,layar,1,0.7324
641,latih,14,Ponsel,ti,1,0.4578
642,latih,14,Ponsel,ti,1,0.4544
643,latih,14,Ponsel,ti,1,0.4506
644,latih,15,PCB dan tumpukan campuran,komponen,0,0.9608
645,latih,14,Ponsel,ti,1,0.4145
646,latih,14,Ponsel,ti,1,0.3689
647,latih,14,Ponsel,ti,1,0.7213
648,latih,14,Ponsel,ti,1,0.2831
649,latih,14,Ponsel,ti,1,0.9015
650,latih,14,Ponsel,ti,1,0.2909
651,latih,14,Ponsel,ti,1,0.45
652,latih,14,Ponsel,ti,1,0.4322
653,latih,14,Ponsel,ti,1,0.3883
654,latih,14,Ponsel,ti,1,0.351
655,latih,9,Laptop,layar,1,0.6932
656,latih,3,TV/monitor CRT,layar,1,0.6029
657,latih,15,PCB dan tumpukan campuran,komponen,0,0.9638
658,latih,15,PCB dan tumpukan campuran,komponen,0,0.9017
659,latih,15,PCB dan tumpukan campuran,komponen,0,0.655
660,latih,14,Ponsel,ti,1,0.382
661,latih,14,Ponsel,ti,1,0.6314
662,latih,14,Ponsel,ti,1,0.4189
663,latih,14,Ponsel,ti,1,0.3843
664,latih,14,Ponsel,ti,1,0.4909
665,latih,14,Ponsel,ti,1,0.4181
666,latih,14,Ponsel,ti,1,0.461
667,latih,7,TV/monitor layar datar,layar,0,0.7844
668,latih,14,Ponsel,ti,1,0.3787
669,latih,14,Ponsel,ti,1,0.315
670,latih,14,Ponsel,ti,1,0.3259
671,latih,14,Ponsel,ti,1,0.6197
672,latih,10,Keyboard,ti,0,0.888
673,latih,15,PCB dan tumpukan campuran,komponen,0,0.9706
674,latih,15,PCB dan tumpukan campuran,komponen,0,0.8046
675,latih,15,PCB dan tumpukan campuran,komponen,1,0.7906
676,latih,6,Mesin cuci bukaan atas,besar,1,0.4411
677,latih,15,PCB dan tumpukan campuran,komponen,0,1.0058
678,latih,7,TV/monitor layar datar,layar,0,0.7522
679,latih,15,PCB dan tumpukan campuran,komponen,0,0.8714
680,latih,15,PCB dan tumpukan campuran,komponen,0,0.7988
681,latih,3,TV/monitor CRT,layar,0,0.8473
682,latih,14,Ponsel,ti,1,0.4304
683,latih,10,Keyboard,ti,1,0.439
684,latih,7,TV/monitor layar datar,layar,0,0.6533
685,latih,3,TV/monitor CRT,layar,1,0.634
686,latih,15,PCB dan tumpukan campuran,komponen,0,0.9737
687,latih,3,TV/monitor CRT,layar,1,0.5619
688,latih,15,PCB dan tumpukan campuran,komponen,1,0.8151
689,latih,15,PCB dan tumpukan campuran,komponen,1,0.6881
690,latih,15,PCB dan tumpukan campuran,komponen,0,0.9158
691,latih,15,PCB dan tumpukan campuran,komponen,0,0.9212
692,latih,15,PCB dan tumpukan campuran,komponen,1,0.6041
693,latih,14,Ponsel,ti,1,0.3035
694,latih,14,Ponsel,ti,1,0.3733
695,latih,14,Ponsel,ti,1,0.3645
696,latih,14,Ponsel,ti,1,0.2885
697,latih,7,TV/monitor layar datar,layar,0,0.7718
698,latih,7,TV/monitor layar datar,layar,0,0.8284
699,latih,7,TV/monitor layar datar,layar,0,0.7873
700,latih,7,TV/monitor layar datar,layar,0,0.7817
701,latih,7,TV/monitor layar datar,layar,0,0.8515
702,latih,7,TV/monitor layar datar,layar,0,0.8289
703,latih,15,PCB dan tumpukan campuran,komponen,1,0.7475
704,latih,15,PCB dan tumpukan campuran,komponen,0,0.8447
705,latih,15,PCB dan tumpukan campuran,komponen,1,0.7482
706,latih,3,TV/monitor CRT,layar,0,0.8386
707,latih,3,TV/monitor CRT,layar,1,0.6482
708,latih,10,Keyboard,ti,0,0.936
709,latih,7,TV/monitor layar datar,layar,0,0.8191
710,latih,15,PCB dan tumpukan campuran,komponen,0,0.7222
711,latih,7,TV/monitor layar datar,layar,0,0.7932
712,latih,3,TV/monitor CRT,layar,0,0.9552
713,latih,7,TV/monitor layar datar,layar,0,0.6568
714,latih,7,TV/monitor layar datar,layar,0,0.6582
715,latih,7,TV/monitor layar datar,layar,0,0.627
716,latih,9,Laptop,layar,1,0.3735
717,latih,7,TV/monitor layar datar,layar,0,0.6398
718,latih,7,TV/monitor layar datar,layar,0,0.6095
719,latih,15,PCB dan tumpukan campuran,komponen,1,0.7705
720,latih,7,TV/monitor layar datar,layar,0,0.6454
721,latih,7,TV/monitor layar datar,layar,0,0.666
722,latih,7,TV/monitor layar datar,layar,0,0.7603
723,latih,10,Keyboard,ti,0,0.9286
724,latih,7,TV/monitor layar datar,layar,0,0.7866
725,latih,7,TV/monitor layar datar,layar,0,0.8451
726,latih,7,TV/monitor layar datar,layar,0,0.8168
727,latih,7,TV/monitor layar datar,layar,0,0.8153
728,latih,7,TV/monitor layar datar,layar,0,0.8109
729,latih,7,TV/monitor layar datar,layar,0,0.8209
730,latih,15,PCB dan tumpukan campuran,komponen,1,0.6441
731,latih,9,Laptop,layar,1,0.877
732,latih,15,PCB dan tumpukan campuran,komponen,1,0.6338
733,latih,15,PCB dan tumpukan campuran,komponen,1,0.6192
734,latih,12,Printer,ti,1,0.8744
735,latih,15,PCB dan tumpukan campuran,komponen,0,1.0073
736,latih,9,Laptop,layar,1,0.7363
737,latih,3,TV/monitor CRT,layar,0,0.6915
738,latih,15,PCB dan tumpukan campuran,komponen,0,0.8448
739,latih,7,TV/monitor layar datar,layar,0,0.7751
740,latih,7,TV/monitor layar datar,layar,0,0.7702
741,latih,7,TV/monitor layar datar,layar,0,0.8418
742,latih,7,TV/monitor layar datar,layar,0,0.7787
743,latih,7,TV/monitor layar datar,layar,0,0.8444
744,latih,7,TV/monitor layar datar,layar,0,0.8055
745,latih,7,TV/monitor layar datar,layar,0,0.7652
746,latih,3,TV/monitor CRT,layar,0,0.9689
747,latih,14,Ponsel,ti,1,0.644
748,latih,7,TV/monitor layar datar,layar,0,0.904
749,latih,15,PCB dan tumpukan campuran,komponen,0,0.8927
750,latih,3,TV/monitor CRT,layar,0,0.8741
751,latih,3,TV/monitor CRT,layar,0,0.7527
752,latih,3,TV/monitor CRT,layar,0,0.7228
753,latih,3,TV/monitor CRT,layar,0,0.7336
754,latih,15,PCB dan tumpukan campuran,komponen,0,0.9758
755,latih,15,PCB dan tumpukan campuran,komponen,0,0.6884
756,latih,3,TV/monitor CRT,layar,0,0.9038
757,latih,9,Laptop,layar,1,0.9787
758,latih,15,PCB dan tumpukan campuran,komponen,0,1.1073
759,latih,15,PCB dan tumpukan campuran,komponen,0,0.9668
760,latih,15,PCB dan tumpukan campuran,komponen,1,0.7324
761,latih,15,PCB dan tumpukan campuran,komponen,1,0.8225
762,latih,3,TV/monitor CRT,layar,1,0.6282
763,latih,14,Ponsel,ti,0,0.6591
764,latih,3,TV/monitor CRT,layar,0,0.7774
765,latih,15,PCB dan tumpukan campuran,komponen,1,0.6623
766,latih,15,PCB dan tumpukan campuran,komponen,1,0.6593
767,latih,14,Ponsel,ti,1,0.6533
768,latih,15,PCB dan tumpukan campuran,komponen,0,0.6439
769,latih,15,PCB dan tumpukan campuran,komponen,0,0.697
770,latih,12,Printer,ti,1,0.7406
771,latih,9,Laptop,layar,1,0.6243
772,latih,3,TV/monitor CRT,layar,1,0.4788
773,latih,9,Laptop,layar,1,0.7009
774,latih,0,Aki (baterai timbal-asam),baterai,1,0.8527
775,latih,15,PCB dan tumpukan campuran,komponen,0,0.9126
776,latih,15,PCB dan tumpukan campuran,komponen,1,0.9169
777,latih,15,PCB dan tumpukan campuran,komponen,1,0.7693
778,latih,15,PCB dan tumpukan campuran,komponen,0,0.6224
779,latih,3,TV/monitor CRT,layar,0,0.6905
780,latih,9,Laptop,layar,1,0.7513
781,latih,15,PCB dan tumpukan campuran,komponen,0,0.6884
782,latih,15,PCB dan tumpukan campuran,komponen,1,0.8059
783,latih,15,PCB dan tumpukan campuran,komponen,0,0.9122
784,latih,15,PCB dan tumpukan campuran,komponen,0,1.0042
785,latih,3,TV/monitor CRT,layar,0,0.6633
786,latih,9,Laptop,layar,1,0.9136
787,latih,15,PCB dan tumpukan campuran,komponen,0,0.7585
788,latih,15,PCB dan tumpukan campuran,komponen,0,0.8368
789,latih,15,PCB dan tumpukan campuran,komponen,1,0.7582
790,latih,15,PCB dan tumpukan campuran,komponen,0,0.7041
791,latih,15,PCB dan tumpukan campuran,komponen,1,0.559
792,latih,15,PCB dan tumpukan campuran,komponen,0,0.9736
793,latih,15,PCB dan tumpukan campuran,komponen,0,0.8068
794,latih,15,PCB dan tumpukan campuran,komponen,1,0.763
795,latih,3,TV/monitor CRT,layar,1,0.3439
796,latih,15,PCB dan tumpukan campuran,komponen,1,0.5721
797,latih,7,TV/monitor layar datar,layar,0,0.8654
798,latih,15,PCB dan tumpukan campuran,komponen,0,0.8781
799,latih,15,PCB dan tumpukan campuran,komponen,0,0.8937
800,latih,9,Laptop,layar,1,0.9191
801,latih,15,PCB dan tumpukan campuran,komponen,0,0.953
802,latih,15,PCB dan tumpukan campuran,komponen,1,0.542
803,latih,15,PCB dan tumpukan campuran,komponen,1,0.7346
804,latih,9,Laptop,layar,1,0.7165
805,latih,9,Laptop,layar,1,0.8553
806,latih,9,Laptop,layar,0,0.6997
807,latih,15,PCB dan tumpukan campuran,komponen,0,0.8663
808,latih,15,PCB dan tumpukan campuran,komponen,0,0.8633
809,latih,15,PCB dan tumpukan campuran,komponen,0,0.9478
810,latih,15,PCB dan tumpukan campuran,komponen,0,0.9577
811,latih,15,PCB dan tumpukan campuran,komponen,0,0.7341
812,latih,15,PCB dan tumpukan campuran,komponen,1,0.6756
813,latih,15,PCB dan tumpukan campuran,komponen,0,0.9549
814,latih,15,PCB dan tumpukan campuran,komponen,0,1.0193
815,latih,15,PCB dan tumpukan campuran,komponen,1,0.8287
816,latih,3,TV/monitor CRT,layar,0,0.7851
817,latih,15,PCB dan tumpukan campuran,komponen,0,0.9315
818,latih,15,PCB dan tumpukan campuran,komponen,0,0.7083
819,latih,9,Laptop,layar,0,0.9705
820,latih,15,PCB dan tumpukan campuran,komponen,0,0.9412
821,latih,9,Laptop,layar,1,0.699
822,latih,15,PCB dan tumpukan campuran,komponen,0,1.0032
823,latih,14,Ponsel,ti,1,0.8462
824,latih,3,TV/monitor CRT,layar,0,0.8312
825,latih,15,PCB dan tumpukan campuran,komponen,0,0.9341
826,latih,3,TV/monitor CRT,layar,1,0.5289
827,latih,3,TV/monitor CRT,layar,0,0.5818
828,latih,10,Keyboard,ti,1,0.4927
829,latih,0,Aki (baterai timbal-asam),baterai,1,1.0011
830,latih,9,Laptop,layar,1,0.5545
831,latih,15,PCB dan tumpukan campuran,komponen,0,0.9203
832,latih,15,PCB dan tumpukan campuran,komponen,1,0.7132
833,latih,15,PCB dan tumpukan campuran,komponen,0,0.8586
834,latih,15,PCB dan tumpukan campuran,komponen,0,0.926
835,latih,3,TV/monitor CRT,layar,1,0.6174
836,latih,9,Laptop,layar,1,0.7977
837,latih,15,PCB dan tumpukan campuran,komponen,0,0.8963
838,latih,15,PCB dan tumpukan campuran,komponen,0,1.0681
839,latih,15,PCB dan tumpukan campuran,komponen,0,0.9917
840,latih,15,PCB dan tumpukan campuran,komponen,1,0.9056
841,latih,9,Laptop,layar,1,0.6104
842,latih,15,PCB dan tumpukan campuran,komponen,0,0.8428
843,latih,15,PCB dan tumpukan campuran,komponen,0,0.9851
844,latih,15,PCB dan tumpukan campuran,komponen,0,0.9016
845,latih,3,TV/monitor CRT,layar,0,0.6781
846,latih,15,PCB dan tumpukan campuran,komponen,0,0.8451
847,latih,15,PCB dan tumpukan campuran,komponen,0,0.8701
848,latih,15,PCB dan tumpukan campuran,komponen,0,0.5942
849,latih,9,Laptop,layar,0,0.9445
850,latih,7,TV/monitor layar datar,layar,1,0.5101
851,latih,9,Laptop,layar,0,0.8307
852,latih,15,PCB dan tumpukan campuran,komponen,1,0.6859
853,latih,15,PCB dan tumpukan campuran,komponen,0,0.8667
854,latih,15,PCB dan tumpukan campuran,komponen,0,0.9647
855,latih,3,TV/monitor CRT,layar,0,0.7728
856,latih,9,Laptop,layar,1,0.7015
857,latih,3,TV/monitor CRT,layar,1,0.5592
858,latih,15,PCB dan tumpukan campuran,komponen,0,1.0736
859,latih,15,PCB dan tumpukan campuran,komponen,0,0.8637
860,latih,15,PCB dan tumpukan campuran,komponen,1,0.7484
861,latih,15,PCB dan tumpukan campuran,komponen,0,0.7842
862,latih,9,Laptop,layar,1,0.9133
863,latih,3,TV/monitor CRT,layar,0,0.5984
864,latih,9,Laptop,layar,0,0.9578
865,latih,9,Laptop,layar,1,0.8303
866,latih,15,PCB dan tumpukan campuran,komponen,1,0.621
867,latih,15,PCB dan tumpukan campuran,komponen,0,1.0036
868,latih,15,PCB dan tumpukan campuran,komponen,0,0.7113
869,latih,9,Laptop,layar,1,0.5262
870,latih,9,Laptop,layar,1,0.8328
871,latih,15,PCB dan tumpukan campuran,komponen,0,0.9207
872,latih,15,PCB dan tumpukan campuran,komponen,1,0.5526
873,latih,3,TV/monitor CRT,layar,1,0.5271
874,latih,15,PCB dan tumpukan campuran,komponen,0,1.0864
875,latih,15,PCB dan tumpukan campuran,komponen,1,0.7088
876,latih,15,PCB dan tumpukan campuran,komponen,1,0.7292
877,latih,15,PCB dan tumpukan campuran,komponen,0,0.8542
878,latih,3,TV/monitor CRT,layar,0,0.7259
879,latih,9,Laptop,layar,1,0.7471
880,latih,10,Keyboard,ti,1,0.8675
881,latih,9,Laptop,layar,1,0.8397
882,latih,15,PCB dan tumpukan campuran,komponen,1,0.633
883,latih,3,TV/monitor CRT,layar,0,0.8185
884,latih,7,TV/monitor layar datar,layar,0,0.8366
885,latih,9,Laptop,layar,1,0.6831
886,latih,15,PCB dan tumpukan campuran,komponen,0,0.9927
887,latih,3,TV/monitor CRT,layar,1,0.568
888,latih,15,PCB dan tumpukan campuran,komponen,0,0.9516
889,latih,7,TV/monitor layar datar,layar,0,0.7671
890,latih,13,Mouse,ti,1,0.2344
891,latih,13,Mouse,ti,1,0.3484
892,latih,13,Mouse,ti,1,0.3614
893,latih,13,Mouse,ti,1,0.3072
894,latih,13,Mouse,ti,1,0.3503
895,latih,13,Mouse,ti,1,0.4284
896,latih,13,Mouse,ti,1,0.3009
897,latih,13,Mouse,ti,1,0.6022
898,latih,13,Mouse,ti,1,0.6153
899,latih,14,Ponsel,ti,1,0.672
900,latih,9,Laptop,layar,1,0.9257
901,latih,15,PCB dan tumpukan campuran,komponen,0,0.9935
902,latih,9,Laptop,layar,1,0.4802
903,latih,15,PCB dan tumpukan campuran,komponen,0,1.0012
904,latih,9,Laptop,layar,0,0.7842
905,latih,15,PCB dan tumpukan campuran,komponen,0,0.9541
906,latih,15,PCB dan tumpukan campuran,komponen,0,0.7191
907,latih,13,Mouse,ti,1,0.329
908,latih,13,Mouse,ti,1,0.301
909,latih,13,Mouse,ti,1,0.3645
910,latih,13,Mouse,ti,1,0.279
911,latih,13,Mouse,ti,1,0.3678
912,latih,13,Mouse,ti,1,0.3238
913,latih,13,Mouse,ti,1,0.3234
914,latih,13,Mouse,ti,1,0.3117
915,latih,13,Mouse,ti,1,0.3659
916,latih,13,Mouse,ti,1,0.3759
917,latih,15,PCB dan tumpukan campuran,komponen,1,0.7061
918,latih,3,TV/monitor CRT,layar,0,0.8539
919,latih,7,TV/monitor layar datar,layar,0,0.7475
920,latih,3,TV/monitor CRT,layar,1,0.53
921,latih,15,PCB dan tumpukan campuran,komponen,1,0.7977
922,latih,3,TV/monitor CRT,layar,1,0.519
923,latih,3,TV/monitor CRT,layar,0,0.8013
924,latih,13,Mouse,ti,1,0.4201
925,latih,14,Ponsel,ti,1,0.5589
926,latih,13,Mouse,ti,1,0.3007
927,latih,13,Mouse,ti,1,0.3946
928,latih,13,Mouse,ti,1,0.2914
929,latih,13,Mouse,ti,1,0.3126
930,latih,13,Mouse,ti,1,0.3257
931,latih,13,Mouse,ti,1,0.341
932,latih,13,Mouse,ti,1,0.6245
933,latih,13,Mouse,ti,1,0.4365
934,latih,13,Mouse,ti,1,0.3988
935,latih,15,PCB dan tumpukan campuran,komponen,1,0.7712
936,latih,15,PCB dan tumpukan campuran,komponen,0,0.8552
937,latih,3,TV/monitor CRT,layar,0,0.6062
938,latih,15,PCB dan tumpukan campuran,komponen,1,0.7444
939,latih,15,PCB dan tumpukan campuran,komponen,0,0.9133
940,latih,15,PCB dan tumpukan campuran,komponen,0,0.9079
941,latih,13,Mouse,ti,1,0.7297
942,latih,13,Mouse,ti,1,0.333
943,latih,13,Mouse,ti,1,0.3535
944,latih,13,Mouse,ti,1,0.6012
945,latih,13,Mouse,ti,1,0.3722
946,latih,13,Mouse,ti,1,0.2714
947,latih,13,Mouse,ti,1,0.3043
948,latih,13,Mouse,ti,1,0.3869
949,latih,13,Mouse,ti,1,0.3004
950,latih,13,Mouse,ti,1,0.3195
951,latih,15,PCB dan tumpukan campuran,komponen,1,0.527
952,latih,15,PCB dan tumpukan campuran,komponen,1,0.8071
953,latih,8,Mesin cuci front-load,besar,1,0.451
954,latih,15,PCB dan tumpukan campuran,komponen,0,0.8749
955,latih,13,Mouse,ti,1,0.2727
956,latih,13,Mouse,ti,1,0.2775
957,latih,13,Mouse,ti,1,0.5792
958,latih,13,Mouse,ti,1,0.4966
959,latih,13,Mouse,ti,1,0.2879
960,latih,7,TV/monitor layar datar,layar,0,0.8533
961,latih,13,Mouse,ti,1,0.4254
962,latih,13,Mouse,ti,1,0.4279
963,latih,13,Mouse,ti,1,0.3894
964,latih,13,Mouse,ti,1,0.3554
965,latih,13,Mouse,ti,1,0.3712
966,latih,15,PCB dan tumpukan campuran,komponen,0,0.6805
967,latih,7,TV/monitor layar datar,layar,0,0.7945
968,latih,7,TV/monitor layar datar,layar,0,0.8102
969,latih,15,PCB dan tumpukan campuran,komponen,0,0.9795
970,latih,9,Laptop,layar,1,0.8307
971,latih,15,PCB dan tumpukan campuran,komponen,0,1.0256
972,latih,15,PCB dan tumpukan campuran,komponen,0,0.9994
973,latih,15,PCB dan tumpukan campuran,komponen,1,0.6388
974,latih,15,PCB dan tumpukan campuran,komponen,1,0.7609
975,latih,10,Keyboard,ti,1,0.4186
976,latih,3,TV/monitor CRT,layar,1,0.4924
977,latih,15,PCB dan tumpukan campuran,komponen,0,1.0344
978,latih,3,TV/monitor CRT,layar,1,0.4036
979,latih,3,TV/monitor CRT,layar,0,0.7218
980,latih,15,PCB dan tumpukan campuran,komponen,1,0.6022
981,latih,9,Laptop,layar,0,0.9463
982,latih,15,PCB dan tumpukan campuran,komponen,0,0.8578
983,latih,9,Laptop,layar,1,0.7875
984,latih,13,Mouse,ti,1,0.3268
985,latih,13,Mouse,ti,1,0.3334
986,latih,13,Mouse,ti,1,0.3157
987,latih,13,Mouse,ti,1,0.3161
988,latih,13,Mouse,ti,1,0.2993
989,latih,13,Mouse,ti,1,0.4621
990,latih,13,Mouse,ti,1,0.3362
991,latih,13,Mouse,ti,1,0.3459
992,latih,13,Mouse,ti,1,0.3714
993,latih,13,Mouse,ti,1,0.3801
994,latih,13,Mouse,ti,1,0.3599
995,latih,13,Mouse,ti,1,0.4382
996,latih,13,Mouse,ti,1,0.3242
997,latih,13,Mouse,ti,1,0.3434
998,latih,15,PCB dan tumpukan campuran,komponen,0,0.5925
999,latih,7,TV/monitor layar datar,layar,0,0.7158
1000,latih,15,PCB dan tumpukan campuran,komponen,0,0.7292
1001,latih,15,PCB dan tumpukan campuran,komponen,0,0.783
1002,latih,15,PCB dan tumpukan campuran,komponen,0,0.6478
1003,latih,0,Aki (baterai timbal-asam),baterai,0,0.7287
1004,latih,15,PCB dan tumpukan campuran,komponen,0,1.0328
1005,latih,15,PCB dan tumpukan campuran,komponen,1,0.5778
1006,latih,15,PCB dan tumpukan campuran,komponen,0,0.9383
1007,latih,15,PCB dan tumpukan campuran,komponen,0,0.7771
1008,latih,9,Laptop,layar,1,0.6499
1009,latih,15,PCB dan tumpukan campuran,komponen,1,0.7481
1010,latih,3,TV/monitor CRT,layar,1,0.3668
1011,latih,10,Keyboard,ti,1,0.5975
1012,latih,15,PCB dan tumpukan campuran,komponen,0,0.9737
1013,latih,9,Laptop,layar,0,0.919
1014,latih,3,TV/monitor CRT,layar,0,0.8209
1015,latih,7,TV/monitor layar datar,layar,0,0.8147
1016,latih,15,PCB dan tumpukan campuran,komponen,0,0.9505
1017,latih,7,TV/monitor layar datar,layar,0,0.7647
1018,latih,7,TV/monitor layar datar,layar,0,0.6718
1019,latih,7,TV/monitor layar datar,layar,0,0.71
1020,latih,13,Mouse,ti,1,0.402
1021,latih,13,Mouse,ti,1,0.3808
1022,latih,13,Mouse,ti,1,0.3314
1023,latih,13,Mouse,ti,1,0.4147
1024,latih,13,Mouse,ti,1,0.3247
1025,latih,13,Mouse,ti,1,0.3096
1026,latih,9,Laptop,layar,1,0.6774
1027,latih,9,Laptop,layar,1,0.7025
1028,latih,9,Laptop,layar,1,0.5284
1029,latih,9,Laptop,layar,1,0.5482
1030,latih,9,Laptop,layar,1,0.4414
1031,latih,9,Laptop,layar,1,0.4311
1032,latih,9,Laptop,layar,1,0.4768
1033,latih,9,Laptop,layar,1,0.4899
1034,latih,15,PCB dan tumpukan campuran,komponen,0,0.817
1035,latih,15,PCB dan tumpukan campuran,komponen,0,0.8392
1036,latih,15,PCB dan tumpukan campuran,komponen,0,0.8497
1037,latih,15,PCB dan tumpukan campuran,komponen,0,0.8585
1038,latih,15,PCB dan tumpukan campuran,komponen,0,0.8374
1039,latih,14,Ponsel,ti,1,0.2649
1040,latih,14,Ponsel,ti,1,0.2737
1041,latih,14,Ponsel,ti,1,0.4734
1042,latih,14,Ponsel,ti,1,0.28
1043,latih,14,Ponsel,ti,1,0.3072
1044,latih,14,Ponsel,ti,1,0.2751
1045,latih,14,Ponsel,ti,1,0.2943
1046,latih,14,Ponsel,ti,1,0.6968
1047,latih,14,Ponsel,ti,1,0.353
1048,latih,14,Ponsel,ti,1,0.4018
1049,latih,14,Ponsel,ti,1,0.4385
1050,latih,15,PCB dan tumpukan campuran,komponen,0,0.8279
1051,latih,15,PCB dan tumpukan campuran,komponen,0,0.8176
